year_from,year_to,mun_id_x,short_name_x,mun_id_y,short_name_y
2005,2009,5001,Arbedo-Castione,5001,Arbedo-Castione
2005,2009,5002,Bellinzona,5002,Bellinzona
2005,2009,5003,Cadenazzo,5003,Cadenazzo
2005,2009,5004,Camorino,5004,Camorino
2005,2009,5005,Giubiasco,5005,Giubiasco
2005,2009,5006,Gnosca,5006,Gnosca
2005,2009,5007,Gorduno,5007,Gorduno
2005,2009,5008,Gudo,5008,Gudo
2005,2009,5009,Isone,5009,Isone
2005,2009,5010,Lumino,5010,Lumino
2005,2009,5011,Medeglia,5011,Medeglia
2005,2009,5012,Moleno,5012,Moleno
2005,2009,5013,Monte Carasso,5013,Monte Carasso
2005,2009,5014,Pianezzo,5014,Pianezzo
2005,2009,5015,Preonzo,5015,Preonzo
2005,2009,5017,Sant'Antonino,5017,Sant'Antonino
2005,2009,5018,Sant'Antonio,5018,Sant'Antonio
2005,2009,5019,Sementina,5019,Sementina
2005,2005,5031,Aquila,5049,Blenio
2005,2005,5032,Campo (Blenio),5049,Blenio
2005,2005,5036,Ghirone,5049,Blenio
2005,2009,5040,Ludiano,5040,Ludiano
2005,2009,5041,Malvaglia,5041,Malvaglia
2005,2005,5043,Olivone,5049,Blenio
2005,2009,5046,Semione,5046,Semione
2005,2005,5047,Torre,5049,Blenio
2005,2009,5048,Acquarossa,5048,Acquarossa
2006,2009,5049,Blenio,5049,Blenio
2005,2009,5061,Airolo,5061,Airolo
2005,2009,5062,Anzonico,5062,Anzonico
2005,2009,5063,Bedretto,5063,Bedretto
2005,2009,5064,Bodio,5064,Bodio
2005,2005,5065,Calonico,5072,Faido
2005,2009,5066,Calpiogna,5066,Calpiogna
2005,2009,5067,Campello,5067,Campello
2005,2009,5068,Cavagnago,5068,Cavagnago
2005,2005,5069,Chiggiogna,5072,Faido
2005,2009,5070,Chironico,5070,Chironico
2005,2009,5071,Dalpe,5071,Dalpe
2005,2009,5072,Faido,5072,Faido
2005,2009,5073,Giornico,5073,Giornico
2005,2009,5074,Mairengo,5074,Mairengo
2005,2009,5075,Osco,5075,Osco
2005,2009,5076,Personico,5076,Personico
2005,2009,5077,Pollegio,5077,Pollegio
2005,2009,5078,Prato (Leventina),5078,Prato (Leventina)
2005,2009,5079,Quinto,5079,Quinto
2005,2005,5080,Rossura,5072,Faido
2005,2009,5081,Sobrio,5081,Sobrio
2005,2009,5091,Ascona,5091,Ascona
2005,2008,5094,Borgnone,5397,Centovalli
2005,2009,5095,Brione (Verzasca),5095,Brione (Verzasca)
2005,2009,5096,Brione sopra Minusio,5096,Brione sopra Minusio
2005,2009,5097,Brissago,5097,Brissago
2005,2009,5098,Caviano,5098,Caviano
2005,2009,5099,Cavigliano,5099,Cavigliano
2005,2009,5101,Contone,5101,Contone
2005,2009,5102,Corippo,5102,Corippo
2005,2007,5104,Cugnasco,5138,Cugnasco-Gerra
2005,2009,5105,Frasco,5105,Frasco
2005,2009,5106,Gerra (Gambarogno),5106,Gerra (Gambarogno)
2005,2007,5107,Gerra (Verzasca),5138,Cugnasco-Gerra
2005,2009,5108,Gordola,5108,Gordola
2005,2009,5109,Gresso,5109,Gresso
2005,2009,5110,Indemini,5110,Indemini
2005,2008,5111,Intragna,5397,Centovalli
2005,2009,5112,Lavertezzo,5112,Lavertezzo
2005,2009,5113,Locarno,5113,Locarno
2005,2009,5115,Losone,5115,Losone
2005,2009,5116,Magadino,5116,Magadino
2005,2009,5117,Mergoscia,5117,Mergoscia
2005,2009,5118,Minusio,5118,Minusio
2005,2009,5119,Mosogno,5119,Mosogno
2005,2009,5120,Muralto,5120,Muralto
2005,2009,5121,Orselina,5121,Orselina
2005,2008,5122,Palagnedra,5397,Centovalli
2005,2009,5123,Piazzogna,5123,Piazzogna
2005,2009,5125,Ronco sopra Ascona,5125,Ronco sopra Ascona
2005,2009,5127,San Nazzaro,5127,San Nazzaro
2005,2009,5128,Sant'Abbondio,5128,Sant'Abbondio
2005,2009,5129,Sonogno,5129,Sonogno
2005,2009,5130,Tegna,5130,Tegna
2005,2009,5131,Tenero-Contra,5131,Tenero-Contra
2005,2009,5132,Vergeletto,5132,Vergeletto
2005,2009,5133,Verscio,5133,Verscio
2005,2009,5134,Vira (Gambarogno),5134,Vira (Gambarogno)
2005,2009,5135,Vogorno,5135,Vogorno
2005,2009,5136,Onsernone,5136,Onsernone
2005,2009,5137,Isorno,5137,Isorno
2008,2009,5138,Cugnasco-Gerra,5138,Cugnasco-Gerra
2005,2009,5141,Agno,5141,Agno
2005,2009,5143,Aranno,5143,Aranno
2005,2009,5144,Arogno,5144,Arogno
2005,2009,5146,Astano,5146,Astano
2005,2007,5147,Barbengo,5192,Lugano
2005,2009,5148,Bedano,5148,Bedano
2005,2009,5149,Bedigliora,5149,Bedigliora
2005,2007,5150,Bidogno,5226,Capriasca
2005,2009,5151,Bioggio,5151,Bioggio
2005,2009,5153,Bironico,5153,Bironico
2005,2009,5154,Bissone,5154,Bissone
2005,2009,5155,Bogno,5155,Bogno
2005,2009,5160,Brusino Arsizio,5160,Brusino Arsizio
2005,2009,5161,Cademario,5161,Cademario
2005,2009,5162,Cadempino,5162,Cadempino
2005,2009,5163,Cadro,5163,Cadro
2005,2009,5165,Camignolo,5165,Camignolo
2005,2009,5167,Canobbio,5167,Canobbio
2005,2007,5168,Carabbia,5192,Lugano
2005,2009,5169,Carabietta,5169,Carabietta
2005,2009,5170,Carona,5170,Carona
2005,2009,5171,Caslano,5171,Caslano
2005,2009,5173,Certara,5173,Certara
2005,2009,5174,Cimadera,5174,Cimadera
2005,2009,5176,Comano,5176,Comano
2005,2007,5177,Corticiasca,5226,Capriasca
2005,2009,5178,Croglio,5178,Croglio
2005,2009,5180,Cureglia,5180,Cureglia
2005,2009,5181,Curio,5181,Curio
2005,2009,5186,Grancia,5186,Grancia
2005,2009,5187,Gravesano,5187,Gravesano
2005,2007,5188,Iseo,5151,Bioggio
2005,2009,5189,Lamone,5189,Lamone
2005,2007,5191,Lugaggia,5226,Capriasca
2005,2009,5192,Lugano,5192,Lugano
2005,2009,5193,Magliaso,5193,Magliaso
2005,2009,5194,Manno,5194,Manno
2005,2009,5195,Maroggia,5195,Maroggia
2005,2009,5196,Massagno,5196,Massagno
2005,2009,5197,Melano,5197,Melano
2005,2009,5198,Melide,5198,Melide
2005,2009,5199,Mezzovico-Vira,5199,Mezzovico-Vira
2005,2009,5200,Miglieglia,5200,Miglieglia
2005,2009,5202,Monteggio,5202,Monteggio
2005,2009,5203,Morcote,5203,Morcote
2005,2009,5205,Muzzano,5205,Muzzano
2005,2009,5206,Neggio,5206,Neggio
2005,2009,5207,Novaggio,5207,Novaggio
2005,2009,5208,Origlio,5208,Origlio
2005,2009,5210,Paradiso,5210,Paradiso
2005,2009,5212,Ponte Capriasca,5212,Ponte Capriasca
2005,2009,5213,Ponte Tresa,5213,Ponte Tresa
2005,2009,5214,Porza,5214,Porza
2005,2009,5216,Pura,5216,Pura
2005,2009,5217,Rivera,5217,Rivera
2005,2009,5219,Rovio,5219,Rovio
2005,2009,5221,Savosa,5221,Savosa
2005,2009,5222,Sessa,5222,Sessa
2005,2009,5223,Sigirino,5223,Sigirino
2005,2009,5224,Sonvico,5224,Sonvico
2005,2009,5225,Sorengo,5225,Sorengo
2005,2009,5226,Capriasca,5226,Capriasca
2005,2009,5227,Torricella-Taverne,5227,Torricella-Taverne
2005,2009,5229,Valcolla,5229,Valcolla
2005,2009,5230,Vernate,5230,Vernate
2005,2009,5231,Vezia,5231,Vezia
2005,2009,5233,Vico Morcote,5233,Vico Morcote
2005,2007,5235,Villa Luganese,5192,Lugano
2005,2009,5236,Collina d'Oro,5236,Collina d'Oro
2005,2009,5237,Alto Malcantone,5237,Alto Malcantone
2005,2008,5241,Arzo,5254,Mendrisio
2005,2009,5242,Balerna,5242,Balerna
2005,2009,5243,Besazio,5243,Besazio
2005,2008,5244,Bruzella,5269,Breggia
2005,2008,5245,Cabbio,5269,Breggia
2005,2008,5246,Caneggio,5269,Breggia
2005,2008,5247,Capolago,5254,Mendrisio
2005,2009,5249,Castel San Pietro,5249,Castel San Pietro
2005,2009,5250,Chiasso,5250,Chiasso
2005,2009,5251,Coldrerio,5251,Coldrerio
2005,2008,5252,Genestrerio,5254,Mendrisio
2005,2009,5253,Ligornetto,5253,Ligornetto
2005,2009,5254,Mendrisio,5254,Mendrisio
2005,2009,5255,Meride,5255,Meride
2005,2009,5257,Morbio Inferiore,5257,Morbio Inferiore
