year,mun_id_x,mun_id_y,short_name_x,short_name_y
2005,5001,5001,Arbedo-Castione,Arbedo-Castione
2005,5002,5002,Bellinzona,Bellinzona
2005,5003,5003,Cadenazzo,Cadenazzo
2005,5004,5004,Camorino,Camorino
2005,5005,5005,Giubiasco,Giubiasco
2005,5006,5006,Gnosca,Gnosca
2005,5007,5007,Gorduno,Gorduno
2005,5008,5008,Gudo,Gudo
2005,5009,5009,Isone,Isone
2005,5010,5010,Lumino,Lumino
2005,5011,5238,Medeglia,Monteceneri
2005,5012,5012,Moleno,Moleno
2005,5013,5013,Monte Carasso,Monte Carasso
2005,5014,5014,Pianezzo,Pianezzo
2005,5015,5015,Preonzo,Preonzo
2005,5017,5017,Sant'Antonino,Sant'Antonino
2005,5018,5018,Sant'Antonio,Sant'Antonio
2005,5019,5019,Sementina,Sementina
2005,5031,5049,Aquila,Blenio
2005,5032,5049,Campo (Blenio),Blenio
2005,5036,5049,Ghirone,Blenio
2005,5040,5040,Ludiano,Ludiano
2005,5041,5041,Malvaglia,Malvaglia
2005,5043,5049,Olivone,Blenio
2005,5046,5046,Semione,Semione
2005,5047,5049,Torre,Blenio
2005,5048,5048,Acquarossa,Acquarossa
2005,5061,5061,Airolo,Airolo
2005,5062,5062,Anzonico,Anzonico
2005,5063,5063,Bedretto,Bedretto
2005,5064,5064,Bodio,Bodio
2005,5065,5072,Calonico,Faido
2005,5066,5066,Calpiogna,Calpiogna
2005,5067,5067,Campello,Campello
2005,5068,5068,Cavagnago,Cavagnago
2005,5069,5072,Chiggiogna,Faido
2005,5070,5070,Chironico,Chironico
2005,5071,5071,Dalpe,Dalpe
2005,5072,5072,Faido,Faido
2005,5073,5073,Giornico,Giornico
2005,5074,5074,Mairengo,Mairengo
2005,5075,5075,Osco,Osco
2005,5076,5076,Personico,Personico
2005,5077,5077,Pollegio,Pollegio
2005,5078,5078,Prato (Leventina),Prato (Leventina)
2005,5079,5079,Quinto,Quinto
2005,5080,5072,Rossura,Faido
2005,5081,5081,Sobrio,Sobrio
2005,5091,5091,Ascona,Ascona
2005,5094,5397,Borgnone,Centovalli
2005,5095,5095,Brione (Verzasca),Brione (Verzasca)
2005,5096,5096,Brione sopra Minusio,Brione sopra Minusio
2005,5097,5097,Brissago,Brissago
2005,5098,5398,Caviano,Gambarogno
2005,5099,5099,Cavigliano,Cavigliano
2005,5101,5398,Contone,Gambarogno
2005,5102,5102,Corippo,Corippo
2005,5104,5138,Cugnasco,Cugnasco-Gerra
2005,5105,5105,Frasco,Frasco
2005,5106,5398,Gerra (Gambarogno),Gambarogno
2005,5107,5138,Gerra (Verzasca),Cugnasco-Gerra
2005,5108,5108,Gordola,Gordola
2005,5109,5109,Gresso,Gresso
2005,5110,5398,Indemini,Gambarogno
2005,5111,5397,Intragna,Centovalli
2005,5112,5112,Lavertezzo,Lavertezzo
2005,5113,5113,Locarno,Locarno
2005,5115,5115,Losone,Losone
2005,5116,5398,Magadino,Gambarogno
2005,5117,5117,Mergoscia,Mergoscia
2005,5118,5118,Minusio,Minusio
2005,5119,5119,Mosogno,Mosogno
2005,5120,5120,Muralto,Muralto
2005,5121,5121,Orselina,Orselina
2005,5122,5397,Palagnedra,Centovalli
2005,5123,5398,Piazzogna,Gambarogno
2005,5125,5125,Ronco sopra Ascona,Ronco sopra Ascona
2005,5127,5398,San Nazzaro,Gambarogno
2005,5128,5398,Sant'Abbondio,Gambarogno
2005,5129,5129,Sonogno,Sonogno
2005,5130,5130,Tegna,Tegna
2005,5131,5131,Tenero-Contra,Tenero-Contra
2005,5132,5132,Vergeletto,Vergeletto
2005,5133,5133,Verscio,Verscio
2005,5134,5398,Vira (Gambarogno),Gambarogno
2005,5135,5135,Vogorno,Vogorno
2005,5136,5136,Onsernone,Onsernone
2005,5137,5137,Isorno,Isorno
2005,5141,5141,Agno,Agno
2005,5143,5143,Aranno,Aranno
2005,5144,5144,Arogno,Arogno
2005,5146,5146,Astano,Astano
2005,5147,5192,Barbengo,Lugano
2005,5148,5148,Bedano,Bedano
2005,5149,5149,Bedigliora,Bedigliora
2005,5150,5226,Bidogno,Capriasca
2005,5151,5151,Bioggio,Bioggio
2005,5153,5238,Bironico,Monteceneri
2005,5154,5154,Bissone,Bissone
2005,5155,5155,Bogno,Bogno
2005,5160,5160,Brusino Arsizio,Brusino Arsizio
2005,5161,5161,Cademario,Cademario
2005,5162,5162,Cadempino,Cadempino
2005,5163,5163,Cadro,Cadro
2005,5165,5238,Camignolo,Monteceneri
2005,5167,5167,Canobbio,Canobbio
2005,5168,5192,Carabbia,Lugano
2005,5169,5169,Carabietta,Carabietta
2005,5170,5170,Carona,Carona
2005,5171,5171,Caslano,Caslano
2005,5173,5173,Certara,Certara
2005,5174,5174,Cimadera,Cimadera
2005,5176,5176,Comano,Comano
2005,5177,5226,Corticiasca,Capriasca
2005,5178,5178,Croglio,Croglio
2005,5180,5180,Cureglia,Cureglia
2005,5181,5181,Curio,Curio
2005,5186,5186,Grancia,Grancia
2005,5187,5187,Gravesano,Gravesano
2005,5188,5151,Iseo,Bioggio
2005,5189,5189,Lamone,Lamone
2005,5191,5226,Lugaggia,Capriasca
2005,5192,5192,Lugano,Lugano
2005,5193,5193,Magliaso,Magliaso
2005,5194,5194,Manno,Manno
2005,5195,5195,Maroggia,Maroggia
2005,5196,5196,Massagno,Massagno
2005,5197,5197,Melano,Melano
2005,5198,5198,Melide,Melide
2005,5199,5199,Mezzovico-Vira,Mezzovico-Vira
2005,5200,5200,Miglieglia,Miglieglia
2005,5202,5202,Monteggio,Monteggio
2005,5203,5203,Morcote,Morcote
2005,5205,5205,Muzzano,Muzzano
2005,5206,5206,Neggio,Neggio
2005,5207,5207,Novaggio,Novaggio
2005,5208,5208,Origlio,Origlio
2005,5210,5210,Paradiso,Paradiso
2005,5212,5212,Ponte Capriasca,Ponte Capriasca
2005,5213,5213,Ponte Tresa,Ponte Tresa
2005,5214,5214,Porza,Porza
2005,5216,5216,Pura,Pura
2005,5217,5238,Rivera,Monteceneri
2005,5219,5219,Rovio,Rovio
2005,5221,5221,Savosa,Savosa
2005,5222,5222,Sessa,Sessa
2005,5223,5238,Sigirino,Monteceneri
2005,5224,5224,Sonvico,Sonvico
2005,5225,5225,Sorengo,Sorengo
2005,5226,5226,Capriasca,Capriasca
2005,5227,5227,Torricella-Taverne,Torricella-Taverne
2005,5229,5229,Valcolla,Valcolla
2005,5230,5230,Vernate,Vernate
2005,5231,5231,Vezia,Vezia
2005,5233,5233,Vico Morcote,Vico Morcote
2005,5235,5192,Villa Luganese,Lugano
2005,5236,5236,Collina d'Oro,Collina d'Oro
2005,5237,5237,Alto Malcantone,Alto Malcantone
2005,5241,5254,Arzo,Mendrisio
2005,5242,5242,Balerna,Balerna
2005,5243,5243,Besazio,Besazio
2005,5244,5269,Bruzella,Breggia
2005,5245,5269,Cabbio,Breggia
2005,5246,5269,Caneggio,Breggia
2005,5247,5254,Capolago,Mendrisio
2005,5249,5249,Castel San Pietro,Castel San Pietro
2005,5250,5250,Chiasso,Chiasso
2005,5251,5251,Coldrerio,Coldrerio
2005,5252,5254,Genestrerio,Mendrisio
2005,5253,5253,Ligornetto,Ligornetto
2005,5254,5254,Mendrisio,Mendrisio
2005,5255,5255,Meride,Meride
2005,5257,5257,Morbio Inferiore,Morbio Inferiore
2005,5258,5269,Morbio Superiore,Breggia
2005,5259,5269,Muggio,Breggia
2005,5260,5260,Novazzano,Novazzano
2005,5262,5254,Rancate,Mendrisio
2005,5263,5263,Riva San Vitale,Riva San Vitale
2005,5264,5269,Sagno,Breggia
2005,5266,5266,Stabio,Stabio
2005,5267,5254,Tremona,Mendrisio
2005,5268,5268,Vacallo,Vacallo
2005,5281,5281,Biasca,Biasca
2005,5282,5282,Claro,Claro
2005,5283,5283,Cresciano,Cresciano
2005,5284,5284,Iragna,Iragna
2005,5285,5285,Lodrino,Lodrino
2005,5286,5286,Osogna,Osogna
2005,5302,5324,Avegno,Avegno Gordevio
2005,5303,5310,Bignasco,Cevio
2005,5304,5304,Bosco/Gurin,Bosco/Gurin
2005,5307,5307,Campo (Vallemaggia),Campo (Vallemaggia)
2005,5308,5310,Cavergno,Cevio
2005,5309,5309,Cerentino,Cerentino
2005,5310,5310,Cevio,Cevio
2005,5314,5324,Gordevio,Avegno Gordevio
2005,5315,5315,Linescio,Linescio
2005,5317,5317,Maggia,Maggia
2005,5323,5323,Lavizzara,Lavizzara
2005,5391,5391,C'za Medeglia/Cadenazzo,C'za Cadenazzo/Montecen.
2005,5392,5226,C'za Bid./Capri./Cortic.,Capriasca
2005,5393,5226,C'za Capriasca/Lugagg.,Capriasca
